Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
HKG,"Hong Kong SAR, China",ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,997593.0,32224.0,27864.0,26449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HKG,"Hong Kong SAR, China",ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,61.2,60.5,60.6,60.6,60.1,58.5,58.1,57.0,56.1,53.8,52.0,50.8,49.1,
HND,Honduras,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,1.2,3.8,7.7,10.6,14.8,15.6,20.4,23.6,31.5,44.1,42.8,47.6,49.8,
HND,Honduras,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,,,16.5,20.1,20.6,19.7,19.9,17.1,16.8,16.5,,,,
HND,Honduras,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,11.1,15.9,18.1,17.8,23.0,27.1,29.5,31.7,36.0,39.4,,,,
HND,Honduras,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,,,,,,,,,,,45.2,52.0,59.7,
HND,Honduras,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,5335.0,4376.4,4393.7,8995.6,16340.3,16138.8,30838.3,47827.7,59416.1,74108.7,104582.4,107372.7,109304.7,
HND,Honduras,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,,,,,,27.6,30.2,33.0,37.8,40.7,,,,
HND,Honduras,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,,,,,,26.6,28.7,30.4,34.2,38.0,,,,
HND,Honduras,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,8.6,8.6,8.2,8.7,7.8,
HND,Honduras,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,7.0,8.2,7.8,7.2,6.3,
HND,Honduras,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,10.8,15.0,14.3,10.5,9.5,
HND,Honduras,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,9.3,10.4,10.0,9.2,8.3,
HND,Honduras,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,112.5,93.5,83.8,86.7,84.6,86.6,82.8,85.5,77.5,75.9,68.8,73.6,76.1,
HND,Honduras,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,58234.1,57769.1,66815.8,88809.7,110727.0,117387.2,
HND,Honduras,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,1102.7,4707.8,5270.3,8561.7,10281.3,11071.2,
HND,Honduras,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,,,,,99.9,86.1,92.4,90.7,88.2,88.2,89.0,89.3,
HND,Honduras,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,,,79.8,83.1,61.3,76.8,78.4,74.8,80.7,82.1,86.2,
HND,Honduras,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,66.8,75.8,,,,,,,,,,
HND,Honduras,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,42.6,50.8,67.5,67.9,75.2,78.5,86.2,
HND,Honduras,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,0.0,18.0,,,,,,,,
HND,Honduras,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,,57290.0,61277.0,68991.0,,,220386.0,238291.0,354861.0,390377.0,396916.0,421457.0,461436.0,
HND,Honduras,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,1000.0,,,,157852.0,197379.0,,,,,,,,
HND,Honduras,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,17.5,17.5,14.1,15.3,12.8,
HND,Honduras,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.7,0.7,0.8,1.7,2.1,2.3,2.5,3.6,3.9,3.9,4.1,4.4,
HND,Honduras,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,583.0,937.0,1274.0,3492.0,7454.0,12796.0,86536.0,168835.0,253005.0,312689.0,
HND,Honduras,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,,,23268.0,75769.0,87099.0,126176.0,155132.0,265068.0,236724.0,161950.0,112994.0,108913.0,
HND,Honduras,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,,,40727.0,81146.0,109006.0,90718.0,75705.0,76997.0,67117.0,66131.0,55458.0,39834.0,
HND,Honduras,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,8.0,7.1,6.9,6.9,5.8,5.3,4.7,5.1,5.4,4.9,5.3,4.5,4.0,
HRV,Croatia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,7.5,46.7,52.9,65.0,68.3,73.1,77.0,79.6,79.4,82.1,105.9,109.6,126.5,
HRV,Croatia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,60.0,64.0,68.0,66.3,,76.8,75.9,74.1,76.2,74.3,77.0,76.9,75.4,
HRV,Croatia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,56.5,61.4,66.4,64.6,,76.7,77.3,76.5,81.5,80.5,85.0,86.3,85.5,
HRV,Croatia,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,74.5,72.3,76.1,74.6,80.0,82.2,80.4,
HRV,Croatia,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,79.1,79.1,85.4,84.3,88.1,88.9,88.8,
HRV,Croatia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,56.6,57.8,61.9,66.7,68.6,69.8,72.7,67.1,75.3,79.1,78.3,81.3,82.1,
HRV,Croatia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,22262.8,24652.8,37271.9,40333.0,51065.1,57011.3,73129.2,125590.4,137558.9,171369.1,221176.4,262916.8,258144.9,
HRV,Croatia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,94.7,93.1,98.4,97.1,94.7,98.5,99.0,98.4,99.8,99.2,99.5,100.0,98.4,
HRV,Croatia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,49.1,50.7,55.1,60.9,64.8,67.0,68.7,63.3,71.5,76.1,74.7,78.4,79.4,
HRV,Croatia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,48.3,51.5,54.7,59.9,65.5,65.4,68.7,60.5,73.3,76.2,74.9,76.9,80.4,
HRV,Croatia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,65.8,64.7,70.2,74.2,71.7,74.4,76.8,74.2,77.3,82.2,81.8,85.8,83.8,
HRV,Croatia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.4,1.4,1.6,0.7,0.4,
HRV,Croatia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.3,2.1,1.6,0.6,0.5,
HRV,Croatia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,2.1,1.6,0.7,0.5,
HRV,Croatia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.7,2.1,1.6,0.6,0.5,
HRV,Croatia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,,117.5,114.8,109.6,104.1,103.8,104.5,102.9,105.5,106.7,106.8,108.4,111.2,
HRV,Croatia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Estimate,-,-,-,112.8,,,,,,,,,,,,,
HRV,Croatia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,40633.5,52736.0,65944.3,79156.0,111322.8,178890.6,220129.7,260059.2,
HRV,Croatia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,868.1,1259.6,2353.4,4842.0,7928.3,12147.6,16430.1,17203.1,
HRV,Croatia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
HRV,Croatia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,78.8,81.0,93.7,98.6,99.0,99.1,99.1,99.3,99.4,99.8,99.9,100.0,99.9,
HRV,Croatia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,98.0,96.9,98.3,98.5,99.4,99.5,99.5,99.7,
HRV,Croatia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,13.9,23.0,45.0,,,,,,,,,
HRV,Croatia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,837862.0,892835.0,919222.0,954720.0,984485.0,986215.0,1043795.0,1095881.0,1127591.0,1154773.0,1030973.0,1048489.0,1087689.0,
HRV,Croatia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.2,0.7,0.6,0.6,0.5,
HRV,Croatia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,19.2,20.5,21.2,22.2,23.0,23.2,24.7,26.1,27.1,28.0,25.2,25.8,27.0,
HRV,Croatia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,28726.0,85349.0,100352.0,150417.0,212146.0,360866.0,545712.0,714490.0,824404.0,892005.0,848051.0,904041.0,1003624.0,
HRV,Croatia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,734669.0,726286.0,690838.0,695996.0,673432.0,608805.0,478469.0,355094.0,285090.0,247340.0,172816.0,135243.0,75037.0,
HRV,Croatia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,40428.0,49641.0,99134.0,76513.0,66095.0,16544.0,19614.0,26297.0,18097.0,15428.0,10106.0,9205.0,9028.0,
HRV,Croatia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,42.7,42.5,40.3,38.7,36.6,34.7,34.0,33.4,32.6,32.3,31.7,31.2,30.7,
HTI,Haiti,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.0,,,0.2,0.2,10.3,28.5,30.3,27.4,28.6,28.2,,
HTI,Haiti,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,,,,,,,7.2,,11.0,,,,,
HTI,Haiti,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,,,,,,,,,7.0,,,,,
HTI,Haiti,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,,,58.7,,,,,
HTI,Haiti,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,,,,,,,,32.5,,,,,
HTI,Haiti,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,8.4,9.0,9.8,10.6,11.4,14.2,22.8,27.2,,39.3,,,,
HTI,Haiti,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,,,,,,2047.9,1257.6,1039.6,859.0,,,,,
HTI,Haiti,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,11.0,4.0,3.4,18.5,14.8,
HTI,Haiti,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,5.4,10.4,9.0,4.8,3.9,
HTI,Haiti,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,19.7,24.5,21.1,19.5,15.6,
HTI,Haiti,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,15.0,13.8,11.9,18.8,15.0,
HTI,Haiti,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,40.6,42.2,60.3,69.8,65.0,69.1,60.7,58.0,60.0,61.3,64.7,63.9,,
HTI,Haiti,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,,,,63.3,70.1,,,,,,,,
HTI,Haiti,ITU.DDD.30,Population covered by a mobile-cellular network (%),Estimate,-,-,-,,,,,,,,,,70.0,70.0,70.0,,
HTI,Haiti,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,,,,40.0,40.0,40.0,60.0,,,,,
HTI,Haiti,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,24.7,34.8,40.0,,,,,60.0,60.0,60.0,,
HTI,Haiti,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,14.0,30.0,30.0,30.0,,,,
HTI,Haiti,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,,0.0,,,,,35.0,35.0,,
HTI,Haiti,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,,,0.0,0.0,0.0,1348.0,1348.0,29900.0,31100.0,31100.0,,,,
HTI,Haiti,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,,,,,,,,,,31000.0,31000.0,,
HTI,Haiti,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,82.5,82.5,83.5,52.8,42.3,
HTI,Haiti,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,,,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,,
HTI,Haiti,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,0.5,0.5,0.5,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
HUN,Hungary,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,7.8,17.2,23.2,26.5,34.3,50.5,56.6,62.8,67.3,73.4,75.4,82.2,81.6,
HUN,Hungary,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,66.4,69.6,71.4,73.1,,,,,,,,,,
HUN,Hungary,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,60.5,65.2,68.6,71.5,,75.6,79.2,82.4,83.3,86.2,87.6,90.8,91.4,
HUN,Hungary,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,,74.4,77.5,80.9,81.8,85.5,86.8,
HUN,Hungary,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,,88.1,86.0,88.3,90.1,93.0,93.4,
HUN,Hungary,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,65.0,68.0,70.6,72.6,75.7,72.8,79.3,76.8,76.1,80.4,84.8,88.6,89.1,
HUN,Hungary,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,60890.5,73136.9,72346.6,38954.6,42194.8,50906.3,54631.5,60561.2,,,,,,
HUN,Hungary,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,91.9,93.5,93.5,95.3,97.5,95.1,97.3,,95.1,98.3,98.2,98.5,98.6,
HUN,Hungary,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,60.9,63.8,66.9,68.9,72.1,69.3,76.5,,73.3,77.8,82.9,87.3,87.8,
HUN,Hungary,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,63.9,66.9,69.2,71.5,74.4,71.2,78.4,76.0,74.8,79.7,85.2,88.4,89.6,
HUN,Hungary,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,66.7,69.2,71.4,73.9,77.0,74.6,80.1,77.6,77.4,81.1,84.4,88.9,88.7,
HUN,Hungary,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.0,1.2,0.3,0.8,0.6,
HUN,Hungary,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.1,1.0,1.0,0.6,0.5,
HUN,Hungary,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.3,3.3,1.0,1.3,1.1,
HUN,Hungary,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.1,1.1,1.0,1.2,0.9,
HUN,Hungary,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,120.3,117.4,116.7,117.1,118.8,100.6,101.4,101.6,102.7,105.1,106.0,105.1,102.8,
HUN,Hungary,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,45718.7,55130.5,66132.5,82361.4,96174.8,126331.5,148556.7,175135.9,169627.5,
HUN,Hungary,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,1436.8,799.9,874.5,974.7,978.9,912.3,1125.8,1888.2,2942.4,4283.5,6638.3,8445.8,11149.3,
HUN,Hungary,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.2,99.2,99.2,99.2,99.2,
HUN,Hungary,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,66.0,71.0,97.4,,98.4,99.0,99.0,99.0,99.2,99.2,99.2,99.2,99.2,
HUN,Hungary,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,78.3,97.3,98.0,99.0,99.2,99.2,99.2,99.2,99.2,
HUN,Hungary,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,27.0,38.0,,,,,,,,,,
HUN,Hungary,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,2159421.0,2313092.0,2396035.0,2597159.0,2580537.0,2718794.0,2814523.0,2956585.0,3079549.0,3189689.0,3265308.0,3382136.0,3538046.0,
HUN,Hungary,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.7,1.7,1.5,1.4,0.7,
HUN,Hungary,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,21.6,23.2,24.1,26.2,26.2,27.6,28.7,30.2,31.5,32.6,33.5,34.8,35.5,
HUN,Hungary,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,557531.0,1032143.0,1346751.0,1966897.0,2116217.0,2335669.0,2499004.0,2697295.0,2872972.0,3033819.0,3107304.0,3316103.0,3477067.0,
HUN,Hungary,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,1236559.0,926044.0,738825.0,355764.0,372753.0,302351.0,247982.0,202916.0,163918.0,121371.0,124957.0,59735.0,55835.0,
HUN,Hungary,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,263728.0,249905.0,195513.0,154971.0,91567.0,80774.0,67537.0,56374.0,42659.0,34499.0,33047.0,6298.0,5144.0,
HUN,Hungary,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,29.8,29.5,29.8,30.1,30.5,31.4,31.8,32.0,31.5,31.2,30.5,30.4,28.5,
IDN,Indonesia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,18.4,21.8,22.8,23.9,34.3,41.5,33.8,95.8,87.3,81.5,104.8,114.8,116.5,
IDN,Indonesia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,10.8,12.3,14.9,15.6,17.3,18.7,19.1,19.1,20.1,18.8,18.8,18.2,18.0,
IDN,Indonesia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,,5.2,21.4,24.0,28.7,42.0,47.2,57.3,66.2,73.7,78.2,82.1,86.5,
IDN,Indonesia,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,19.6,31.8,42.0,51.9,61.2,67.2,73.6,80.6,
IDN,Indonesia,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,41.4,61.9,70.9,78.1,83.6,86.8,88.5,90.9,
IDN,Indonesia,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,49.9,51.5,57.1,58.5,59.6,62.4,63.5,62.8,65.9,67.9,
IDN,Indonesia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,10.9,12.3,14.5,14.9,17.1,22.1,25.4,32.3,39.9,47.7,53.7,62.1,66.5,
IDN,Indonesia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,2439.3,2801.2,3165.2,16252.9,19123.1,26530.9,25076.6,30417.3,53116.2,133462.9,120733.7,136410.3,173051.8,
IDN,Indonesia,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,,,,,,14.3,14.4,18.1,22.4,31.2,39.3,62.0,62.1,
IDN,Indonesia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,,,,,,51.8,58.2,68.9,77.1,83.6,87.2,91.8,93.2,
IDN,Indonesia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,,,,,,16.5,20.2,27.0,35.7,43.9,50.2,55.8,62.0,
IDN,Indonesia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,8.7,,,13.3,15.4,20.3,23.6,30.1,37.5,44.9,50.8,59.1,63.5,
IDN,Indonesia,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,,,,,0.3,0.5,0.4,1.6,1.8,3.5,4.9,8.0,
IDN,Indonesia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,11.1,,,16.6,18.8,23.8,27.3,34.5,42.3,50.5,56.7,65.0,69.4,
IDN,Indonesia,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,63.7,64.6,65.3,67.6,68.7,68.1,71.1,72.8,
IDN,Indonesia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,1.3,0.9,1.1,
IDN,Indonesia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.9,1.9,1.8,1.9,1.5,
IDN,Indonesia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.9,2.9,2.4,2.5,1.7,
IDN,Indonesia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.5,1.5,1.3,1.4,1.3,
IDN,Indonesia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,86.6,101.1,112.7,123.7,127.1,130.8,147.2,164.5,119.6,126.6,130.8,133.7,124.4,
IDN,Indonesia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,73869.4,57752.2,65978.2,397760.4,448558.4,522295.6,
IDN,Indonesia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,3020.9,1512.2,3897.5,7485.3,5555.6,7685.1,7585.4,
IDN,Indonesia,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,50.6,52.3,53.8,57.2,58.4,57.5,60.6,62.9,
IDN,Indonesia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,100.0,,,,,87.9,98.6,98.7,98.7,97.9,97.8,98.8,
IDN,Indonesia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Estimate,-,-,-,,,,,,87.9,,,,,,,,
IDN,Indonesia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,,,,,74.9,93.8,97.7,96.9,96.3,96.2,96.5,
IDN,Indonesia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,60.0,60.0,,,,,,,,
IDN,Indonesia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,22.6,90.4,97.6,97.6,96.1,96.2,96.5,
IDN,Indonesia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,5.0,10.0,5.0,,,,,,,,
IDN,Indonesia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,2280316.0,2736379.0,,,3400000.0,,5227393.0,6215923.0,8874116.0,10284364.0,10800053.0,12419416.0,13443856.0,
IDN,Indonesia,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,,2983000.0,3251800.0,,3983000.0,,,,,,,,
IDN,Indonesia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,6.0,8.7,10.9,7.6,6.1,
IDN,Indonesia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.9,1.1,1.2,1.3,1.3,1.5,2.0,2.4,3.3,3.8,4.0,4.5,4.9,
IDN,Indonesia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,,,,2684228.0,4270321.0,8364230.0,8767431.0,9598994.0,11691381.0,
IDN,Indonesia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,,,,,,,780959.0,615969.0,570757.0,677042.0,117413.0,593594.0,
IDN,Indonesia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,,,,,,,2681131.0,3987826.0,1349377.0,1355580.0,2703009.0,1158881.0,
IDN,Indonesia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,16.8,15.6,15.2,12.1,10.2,4.0,4.1,4.2,3.1,3.6,3.6,3.3,3.1,
IND,India,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.9,1.7,3.1,5.4,9.1,16.2,25.5,37.0,46.5,51.9,54.4,56.4,
IND,India,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,,9.5,,,,,,,10.7,,,,,
IND,India,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,,3.1,,,,,,,23.8,,,,,
IND,India,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,10.1,,,,,,,20.1,,43.4,,,
IND,India,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,7.5,,11.1,12.3,13.5,14.9,16.5,18.2,,29.5,,,48.1,
